SK_ID_CURR,TARGET
100001,0.15936163812875748
100005,0.54513069242239
100013,0.1220859419554472
100028,0.1769077591598034
100038,0.6157142296433449
100042,0.1543123908340931
100057,0.029866588301956654
100065,0.1564218495041132
100066,0.061003643088042736
100067,0.4149213880300522
100074,0.3166385889053345
100090,0.12231401726603508
100091,0.5786466524004936
100092,0.3429315648972988
100106,0.2869390733540058
100107,0.6166029945015907
100109,0.2752651497721672
100117,0.1124581154435873
100128,0.2586258836090565
100141,0.20051513612270355
100150,0.20144494250416756
100168,0.02985379146412015
100169,0.2052064649760723
100170,0.46442849934101105
100171,0.28437721729278564
100172,0.44755173474550247
100184,0.39498620480298996
100187,0.2432035729289055
100212,0.16012327559292316
100222,0.2496546097099781
100223,0.10340720787644386
100232,0.04388068616390228
100241,0.406117282807827
100245,0.06176719535142183
100253,0.13457119278609753
100256,0.25499510020017624
100271,0.0743975704535842
100278,0.7827696353197098
100280,0.0400847545824945
100306,0.6714579612016678
100311,0.3738606497645378
100312,0.0976829007267952
100330,0.3798469603061676
100331,0.13024563528597355
100352,0.45308754593133926
100358,0.3539774715900421
100367,0.09457735158503056
100382,0.4404403045773506
100384,0.6420391723513603
100385,0.32727499678730965
100386,0.1986526008695364
100399,0.11868640966713428
100404,0.1802859678864479
100416,0.0651773875579238
100422,0.10748806595802307
100426,0.11626359820365906
100438,0.1593145802617073
100444,0.49383679777383804
100445,0.5367250591516495
100446,0.27125759422779083
100447,0.07878908328711987
100450,0.45287637412548065
100466,0.06882968079298735
100483,0.17170592211186886
100484,0.09949703048914671
100494,0.24280962720513344
100510,0.4609161838889122
100512,0.08212751988321543
100517,0.1170527171343565
100548,0.12420233152806759
100551,0.3198223188519478
100552,0.37107720598578453
100553,0.09074816852807999
100561,0.46684853732585907
100568,0.8326917737722397
100569,0.097881019115448
100591,0.5045597776770592
100592,0.19891837611794472
100602,0.2060796096920967
100607,0.3450900875031948
100613,0.3454183042049408
100617,0.3337673507630825
100618,0.28118840977549553
100622,0.21794923767447472
100625,0.4038741886615753
100677,0.22305259481072426
100699,0.12017343752086163
100702,0.8123568296432495
100711,0.1904204785823822
100729,0.5525515526533127
100740,0.5840210467576981
100744,0.423137791454792
100745,0.24211109057068825
100747,0.3271975591778755
100751,0.7758642733097076
100752,0.1185822281986475
100753,0.6104446947574615
100754,0.6440617963671684
100760,0.22449814528226852
100762,0.35225027799606323
100763,0.08955419808626175
100765,0.07237533014267683
100770,0.4828840121626854
100772,0.1592616494745016
100777,0.10309384390711784
100791,0.10383115150034428
100792,0.0471702516078949
100797,0.2139633372426033
100823,0.23982904851436615
100826,0.17642461135983467
100830,0.3411426767706871
100836,0.634829506278038
100872,0.33807429298758507
100910,0.1618082895874977
100913,0.22191712632775307
100918,0.08062940463423729
100931,0.04512415826320648
100952,0.190050994977355
100953,0.102138202637434
100965,0.5367337167263031
100970,0.1338084414601326
100982,0.5596758127212524
100983,0.8295651078224182
100984,0.20640237629413605
100987,0.15130978636443615
100997,0.24925462156534195
100998,0.6384096592664719
101002,0.14563131146132946
101005,0.5594134405255318
101008,0.8010383993387222
101020,0.17662793025374413
101021,0.24129065871238708
101024,0.14899752289056778
101025,0.6559293419122696
101026,0.22822712734341621
101031,0.0647771991789341
101041,0.11740361899137497
101051,0.016619107220321894
101055,0.33946970105171204
101056,0.5737849846482277
101057,0.19373400509357452
101064,0.06160262040793896
101079,0.37755198031663895
101087,0.04874559538438916
101090,0.17524521984159946
101092,0.4404556378722191
101097,0.5078813284635544
101099,0.11145257391035557
101107,0.3286012224853039
101118,0.11159366369247437
101125,0.46534087508916855
101126,0.03682519868016243
101128,0.05485938675701618
101136,0.15280016139149666
101140,0.6428464353084564
101149,0.4175800308585167
101160,0.5679511576890945
101169,0.4481794312596321
101181,0.22648758813738823
101186,0.03246556408703327
101190,0.18487146124243736
101193,0.42791929841041565
101194,0.37332768738269806
101198,0.617904394865036
101200,0.1397474929690361
101204,0.09526857174932957
101211,0.21789629757404327
101213,0.16914702951908112
101223,0.14318520948290825
101225,0.5280944854021072
101237,0.2462371326982975
101243,0.2768734507262707
101244,0.3695675991475582
101258,0.11073038727045059
101259,0.5011069998145103
101268,0.5098976194858551
101269,0.19612715765833855
101271,0.14910673908889294
101279,0.16225100308656693
101281,0.4584531858563423
101287,0.14163781329989433
101292,0.13379604555666447
101294,0.12190759368240833
101296,0.3762127757072449
101297,0.07992021832615137
101299,0.11668773647397757
101301,0.1947464495897293
101305,0.2671900540590286
101308,0.7337650954723358
101318,0.04446177836507559
101327,0.6776319965720177
101329,0.028551085852086544
101332,0.2691122479736805
101337,0.21083033829927444
101343,0.12317154556512833
101345,0.08657864853739738
101346,0.06171944923698902
101353,0.08966221194714308
101354,0.46859879791736603
101355,0.5447910726070404
101356,0.10873982310295105
101362,0.3386864736676216
101363,0.8607912510633469
101365,0.06737786717712879
101366,0.2775099538266659
101367,0.6624837964773178
101368,0.08962686732411385
101374,0.42786426842212677
101380,0.07380198501050472
101383,0.23108192905783653
101398,0.09028638899326324
101399,0.7276151329278946
101401,0.6744373738765717
101412,0.28423532098531723
101426,0.2982526496052742
101427,0.8149663358926773
101428,0.5092515274882317
101429,0.5969864949584007
101434,0.07418972160667181
